id,name,isParent,dbcode,pid,categories
A0407,建筑业企业总收入,FALSE,hgjd,A04,季度数据
A0408,建筑业企业利润,FALSE,hgjd,A04,季度数据
A0409,建筑业企业费用情况,FALSE,hgjd,A04,季度数据
A040A,建筑业企业资产负债情况,FALSE,hgjd,A04,季度数据
A040B,国有及国有控股建筑业企业建筑业总产值,FALSE,hgjd,A04,季度数据
A040C,国有及国有控股建筑业企业签订合同情况,FALSE,hgjd,A04,季度数据
A040D,国有及国有控股建筑业企业房屋建筑施工面积,FALSE,hgjd,A04,季度数据
A040E,国有及国有控股建筑业企业个数、从业人数和劳动生产率,FALSE,hgjd,A04,季度数据
A040F,国有及国有控股建筑业企业房屋建筑竣工面积,FALSE,hgjd,A04,季度数据
A040G,国有及国有控股建筑业企业房屋建筑竣工价值,FALSE,hgjd,A04,季度数据
A040H,国有及国有控股建筑业企业总收入,FALSE,hgjd,A04,季度数据
A040I,国有及国有控股建筑业企业利润,FALSE,hgjd,A04,季度数据
A040J,国有及国有控股建筑业企业费用情况,FALSE,hgjd,A04,季度数据
A040K,国有及国有控股建筑业企业资产负债情况,FALSE,hgjd,A04,季度数据
A0301,主要工业产品的销售与库存,TRUE,hgjd,A03,季度数据
A030101,铁矿石原矿,FALSE,hgjd,A0301,季度数据
A030102,原盐,FALSE,hgjd,A0301,季度数据
A030103,成品糖,FALSE,hgjd,A0301,季度数据
A030104,精制食用植物油,FALSE,hgjd,A0301,季度数据
A030105,乳制品,FALSE,hgjd,A0301,季度数据
A030106,白酒(折65度，商品量),FALSE,hgjd,A0301,季度数据
A030107,啤酒,FALSE,hgjd,A0301,季度数据
A030108,饮料,FALSE,hgjd,A0301,季度数据
A030109,卷烟,FALSE,hgjd,A0301,季度数据
A03010A,纱,FALSE,hgjd,A0301,季度数据
A03010B,布,FALSE,hgjd,A0301,季度数据
A03010C,服装,FALSE,hgjd,A0301,季度数据
A03010D,棉布,FALSE,hgjd,A0301,季度数据
A03010E,棉混纺布(混纺交织布),FALSE,hgjd,A0301,季度数据
A03010F,化学纤维布(纯化纤布),FALSE,hgjd,A0301,季度数据
A03010G,毛机织物(呢绒),FALSE,hgjd,A0301,季度数据
A03010H,机制纸及纸板,FALSE,hgjd,A0301,季度数据
A03010I,硫酸(折100%),FALSE,hgjd,A0301,季度数据
A03010J,烧碱(折100%),FALSE,hgjd,A0301,季度数据
A03010K,纯碱(碳酸钠),FALSE,hgjd,A0301,季度数据
A03010L,碳化钙(电石，折300升/千克),FALSE,hgjd,A0301,季度数据
A03010M,乙烯,FALSE,hgjd,A0301,季度数据
A03010N,合成氨(无水氨),FALSE,hgjd,A0301,季度数据
A03010O,汽油,FALSE,hgjd,A0301,季度数据
A03010P,煤油,FALSE,hgjd,A0301,季度数据
A03010Q,柴油,FALSE,hgjd,A0301,季度数据
A03010R,农用氮磷钾化学肥料总计(折纯),FALSE,hgjd,A0301,季度数据
A03010S,氮肥(折含氮100%),FALSE,hgjd,A0301,季度数据
A03010T,磷肥(折五氧化二磷100%),FALSE,hgjd,A0301,季度数据
A03010U,化学农药原药(折有效成份100%),FALSE,hgjd,A0301,季度数据
A03010V,涂料,FALSE,hgjd,A0301,季度数据
A03010W,初级形态塑料,FALSE,hgjd,A0301,季度数据
A03010X,合成橡胶,FALSE,hgjd,A0301,季度数据
A03010Y,合成洗涤剂,FALSE,hgjd,A0301,季度数据
A03010Z,化学药品原药,FALSE,hgjd,A0301,季度数据
A030110,化学纤维,FALSE,hgjd,A0301,季度数据
A030111,橡胶轮胎外胎,FALSE,hgjd,A0301,季度数据
A030112,塑料制品,FALSE,hgjd,A0301,季度数据
A030113,农用薄膜,FALSE,hgjd,A0301,季度数据
A030114,水泥,FALSE,hgjd,A0301,季度数据
A030115,平板玻璃,FALSE,hgjd,A0301,季度数据
A030116,生铁,FALSE,hgjd,A0301,季度数据
A030117,粗钢,FALSE,hgjd,A0301,季度数据
A030118,钢材,FALSE,hgjd,A0301,季度数据
A030119,盘条(线材),FALSE,hgjd,A0301,季度数据
A03011A,十种有色金属,FALSE,hgjd,A0301,季度数据
A03011B,氧化铝,FALSE,hgjd,A0301,季度数据
A03011C,原铝(电解铝),FALSE,hgjd,A0301,季度数据
A03011D,金属切削机床,FALSE,hgjd,A0301,季度数据
A03011E,挖掘机,FALSE,hgjd,A0301,季度数据
A03011F,大型拖拉机,FALSE,hgjd,A0301,季度数据
A03011G,中型拖拉机,FALSE,hgjd,A0301,季度数据
A03011H,小型拖拉机,FALSE,hgjd,A0301,季度数据
A03011I,汽车,FALSE,hgjd,A0301,季度数据
A03011J,轿车,FALSE,hgjd,A0301,季度数据
A03011K,运动型多用途用车(SUV),FALSE,hgjd,A0301,季度数据
A03011L,载货汽车,FALSE,hgjd,A0301,季度数据
A03011M,新能源汽车,FALSE,hgjd,A0301,季度数据
A03011N,摩托车,FALSE,hgjd,A0301,季度数据
A03011O,两轮脚踏自行车(自行车),FALSE,hgjd,A0301,季度数据
A03011P,民用钢质船舶,FALSE,hgjd,A0301,季度数据
A03011Q,发电机组(发电设备),FALSE,hgjd,A0301,季度数据
A03011R,家用洗衣机,FALSE,hgjd,A0301,季度数据
A03011S,家用吸尘器,FALSE,hgjd,A0301,季度数据
A03011T,家用电冰箱,FALSE,hgjd,A0301,季度数据
A03011U,家用冷柜,FALSE,hgjd,A0301,季度数据
A03011V,家用电风扇,FALSE,hgjd,A0301,季度数据
A03011W,房间空气调节器,FALSE,hgjd,A0301,季度数据
A03011X,电子计算机整机,FALSE,hgjd,A0301,季度数据
A03011Y,移动通信手持机(手机),FALSE,hgjd,A0301,季度数据
A03011Z,吸排油烟机,FALSE,hgjd,A0301,季度数据
A030120,电饭锅,FALSE,hgjd,A0301,季度数据
A030121,微型计算机设备,FALSE,hgjd,A0301,季度数据
A030122,彩色电视机,FALSE,hgjd,A0301,季度数据
A030123,集成电路,FALSE,hgjd,A0301,季度数据
A030124,数字激光音视盘机,FALSE,hgjd,A0301,季度数据
A030125,组合音响,FALSE,hgjd,A0301,季度数据
A030126,照相机,FALSE,hgjd,A0301,季度数据
A0201,农林牧渔业总产值,FALSE,hgjd,A02,季度数据
A0101,国内生产总值(现价),FALSE,hgjd,A01,季度数据
A0102,国内生产总值(不变价),FALSE,hgjd,A01,季度数据
A0103,国内生产总值指数,FALSE,hgjd,A01,季度数据
A0104,国内生产总值环比增长速度,FALSE,hgjd,A01,季度数据
A0105,三大需求对国内生产总值增长的贡献率,FALSE,hgjd,A01,季度数据
A0106,三次产业贡献率,FALSE,hgjd,A01,季度数据
A01,综合,TRUE,hgnd,,年度数据
A02,国民经济核算,TRUE,hgnd,,年度数据
A03,人口,TRUE,hgnd,,年度数据
A04,就业人员和工资,TRUE,hgnd,,年度数据
A05,固定资产投资和房地产,TRUE,hgnd,,年度数据
A06,对外经济贸易,TRUE,hgnd,,年度数据
A07,能源,TRUE,hgnd,,年度数据
A08,财政,TRUE,hgnd,,年度数据
A09,价格指数,TRUE,hgnd,,年度数据
A0A,人民生活,TRUE,hgnd,,年度数据
A0B,城市概况,TRUE,hgnd,,年度数据
A0C,资源和环境,TRUE,hgnd,,年度数据
A0D,农业,TRUE,hgnd,,年度数据
A0E,工业,TRUE,hgnd,,年度数据
A0F,建筑业,TRUE,hgnd,,年度数据
A0G,运输和邮电,TRUE,hgnd,,年度数据
A0H,社会消费品零售总额,FALSE,hgnd,,年度数据
A0I,批发和零售业,TRUE,hgnd,,年度数据
A0J,住宿和餐饮业,TRUE,hgnd,,年度数据
A0K,旅游业,TRUE,hgnd,,年度数据
A0L,金融业,TRUE,hgnd,,年度数据
A0M,教育,TRUE,hgnd,,年度数据
A0N,科技,TRUE,hgnd,,年度数据
A0O,卫生,TRUE,hgnd,,年度数据
A0P,社会服务,TRUE,hgnd,,年度数据
A0Q,文化,TRUE,hgnd,,年度数据
A0R,体育,TRUE,hgnd,,年度数据
A0S,公共管理、社会保障及其他,TRUE,hgnd,,年度数据
A0S01,历届全国人民代表大会代表人数,FALSE,hgnd,A0S,年度数据
A0S02,历届全国政治协商会议委员人数,FALSE,hgnd,A0S,年度数据
A0S03,妇联干部情况,FALSE,hgnd,A0S,年度数据
A0S04,工会组织情况,FALSE,hgnd,A0S,年度数据
A0S05,劳动争议处理情况,FALSE,hgnd,A0S,年度数据
A0S06,律师、公证和调解工作基本情况,FALSE,hgnd,A0S,年度数据
A0S07,国内公证文书分类,TRUE,hgnd,A0S,年度数据
A0S08,涉外公证文书分类,FALSE,hgnd,A0S,年度数据
A0S09,调解民间纠纷分类,FALSE,hgnd,A0S,年度数据
A0S0A,在押服刑人员基本情况,FALSE,hgnd,A0S,年度数据
A0S0B,公安机关立案的刑事案件,FALSE,hgnd,A0S,年度数据
A0S0C,公安机关受理和查处治安案件数,TRUE,hgnd,A0S,年度数据
A0S0D,交通事故,TRUE,hgnd,A0S,年度数据
A0S0E,火灾事故,TRUE,hgnd,A0S,年度数据
A0S0F,人民检察院直接立案侦查案件情况,TRUE,hgnd,A0S,年度数据
A0S0G,人民检察院审查批准、决定逮捕犯罪嫌疑人和提起公诉被告人情况,TRUE,hgnd,A0S,年度数据
A0S0H,人民检察院处理申诉案件情况,TRUE,hgnd,A0S,年度数据
A0S0I,人民检察院出庭公诉情况,TRUE,hgnd,A0S,年度数据
A0S0J,人民检察院办理刑事抗诉案件情况,TRUE,hgnd,A0S,年度数据
A0S0K,人民检察院办理民事、行政抗诉案件情况,TRUE,hgnd,A0S,年度数据
A0S0L,人民检察院受理举报、控告和申诉案件情况,FALSE,hgnd,A0S,年度数据
A0S0M,人民检察院纠正违法情况,TRUE,hgnd,A0S,年度数据
A0S0N,人民法院审理一审案件情况,FALSE,hgnd,A0S,年度数据
A0S0O,人民法院审理刑事一审案件收结案情况,TRUE,hgnd,A0S,年度数据
A0S0P,人民法院审理刑事案件罪犯情况,FALSE,hgnd,A0S,年度数据
A0S0Q,人民法院审理婚姻家庭、继承一审案件收结案情况,TRUE,hgnd,A0S,年度数据
A0S0R,人民法院审理合同纠纷一审案件收结案情况,TRUE,hgnd,A0S,年度数据
A0S0S,人民法院审理权属、侵权纠纷及其他民事一审案件收结案情况,TRUE,hgnd,A0S,年度数据
A0S0T,人民法院审理行政一审案件收结案情况,TRUE,hgnd,A0S,年度数据
A0S0U,社会保险基金收支及累计结余,FALSE,hgnd,A0S,年度数据
A0S0V,参加城镇基本养老保险人数,FALSE,hgnd,A0S,年度数据
A0S0W,社会保险基本情况,FALSE,hgnd,A0S,年度数据
A0S0X,城镇基本养老保险,FALSE,hgnd,A0S,年度数据
A0S0Y,失业保险,FALSE,hgnd,A0S,年度数据
A0S0Z,城镇基本医疗保险,FALSE,hgnd,A0S,年度数据
A0S10,工伤保险,FALSE,hgnd,A0S,年度数据
A0S11,生育保险,FALSE,hgnd,A0S,年度数据
A0S12,新型农村社会养老保险试点情况,FALSE,hgnd,A0S,年度数据
A0S13,城乡居民社会养老保险情况,FALSE,hgnd,A0S,年度数据
A0S0T01,人民法院审理行政一审案件收案件数,FALSE,hgnd,A0S0T,年度数据
A0S0T02,人民法院审理行政一审案件结案件数,FALSE,hgnd,A0S0T,年度数据
A0S0T03,人民法院审理行政一审案件维持件数,FALSE,hgnd,A0S0T,年度数据
A0S0T04,人民法院审理行政一审案件撤销件数,FALSE,hgnd,A0S0T,年度数据
A0S0T05,人民法院审理行政一审案件驳回件数,FALSE,hgnd,A0S0T,年度数据
A0S0T06,人民法院审理行政一审案件撤诉件数,FALSE,hgnd,A0S0T,年度数据
A0S0T07,人民法院审理行政一审案件单独赔偿件数,FALSE,hgnd,A0S0T,年度数据
A0S0T08,人民法院审理行政一审案件其他结案件数,FALSE,hgnd,A0S0T,年度数据
A0S0S01,人民法院审理权属、侵权纠纷及其他民事一审案件收案件数,FALSE,hgnd,A0S0S,年度数据
A0S0S02,人民法院审理权属、侵权纠纷及其他民事一审案件结案件数,FALSE,hgnd,A0S0S,年度数据
A0S0S03,人民法院审理权属、侵权纠纷及其他民事一审案件调解件数,FALSE,hgnd,A0S0S,年度数据
A0S0S04,人民法院审理权属、侵权纠纷及其他民事一审案件判决件数,FALSE,hgnd,A0S0S,年度数据
A0S0S05,人民法院审理权属、侵权纠纷及其他民事一审案件驳回件数,FALSE,hgnd,A0S0S,年度数据
A0S0S06,人民法院审理权属、侵权纠纷及其他民事一审案件撤诉件数,FALSE,hgnd,A0S0S,年度数据
A0S0S07,人民法院审理权属、侵权纠纷及其他民事一审案件其他结案件数,FALSE,hgnd,A0S0S,年度数据
A0S0R01,人民法院审理合同纠纷一审案件收案件数,FALSE,hgnd,A0S0R,年度数据
A0S0R02,人民法院审理合同纠纷一审案件结案件数,FALSE,hgnd,A0S0R,年度数据
A0S0R03,人民法院审理合同纠纷一审案件调解件数,FALSE,hgnd,A0S0R,年度数据
A0S0R04,人民法院审理合同纠纷一审案件判决件数,FALSE,hgnd,A0S0R,年度数据
A0S0R05,人民法院审理合同纠纷一审案件驳回件数,FALSE,hgnd,A0S0R,年度数据
A0S0R06,人民法院审理合同纠纷一审案件撤诉件数,FALSE,hgnd,A0S0R,年度数据
A0S0R07,人民法院审理合同纠纷一审案件其他结案件数,FALSE,hgnd,A0S0R,年度数据
A0S0Q01,人民法院审理婚姻家庭、继承一审案件收案件数,FALSE,hgnd,A0S0Q,年度数据
A0S0Q02,人民法院审理婚姻家庭、继承一审案件案件结案件数,FALSE,hgnd,A0S0Q,年度数据
A0S0Q03,人民法院审理婚姻家庭、继承一审案件案件调解件数,FALSE,hgnd,A0S0Q,年度数据
A0S0Q04,人民法院审理婚姻家庭、继承一审案件案件判决件数,FALSE,hgnd,A0S0Q,年度数据
A0S0Q05,人民法院审理婚姻家庭、继承一审案件案件驳回件数,FALSE,hgnd,A0S0Q,年度数据
A0S0Q06,人民法院审理婚姻家庭、继承一审案件案件撤诉件数,FALSE,hgnd,A0S0Q,年度数据
A0S0Q07,人民法院审理婚姻家庭、继承一审案件其他案件结案件数,FALSE,hgnd,A0S0Q,年度数据
A0S0O01,人民法院刑事收案件数,FALSE,hgnd,A0S0O,年度数据
A0S0O02,人民法院刑事结案件数,FALSE,hgnd,A0S0O,年度数据
A0S0M01,人民检察院书面提出纠正,FALSE,hgnd,A0S0M,年度数据
A0S0M02,人民检察院已纠正,FALSE,hgnd,A0S0M,年度数据
A0S0K01,人民检察院办理民事、行政抗诉案件,FALSE,hgnd,A0S0K,年度数据
A0S0K02,人民检察院民事案件,FALSE,hgnd,A0S0K,年度数据
A0S0K03,人民检察院行政案件,FALSE,hgnd,A0S0K,年度数据
A0S0J01,人民检察院提出抗诉案件数,FALSE,hgnd,A0S0J,年度数据
A0S0J02,人民检察院撤回抗诉案件数,FALSE,hgnd,A0S0J,年度数据
A0S0J03,人民检察院审判结果案件数,FALSE,hgnd,A0S0J,年度数据
A0S0J04,人民检察院改判案件数,FALSE,hgnd,A0S0J,年度数据
A0S0J05,人民检察院维持原判案件数,FALSE,hgnd,A0S0J,年度数据
A0S0J06,人民检察院发回重审案件数,FALSE,hgnd,A0S0J,年度数据
A0S0I01,人民检察院适用简易程序案件数,FALSE,hgnd,A0S0I,年度数据
A0S0I02,人民检察院出庭公诉案件数,FALSE,hgnd,A0S0I,年度数据
A0S0I03,人民检察院一审出庭公诉案件数,FALSE,hgnd,A0S0I,年度数据
A0S0I04,人民检察院二审出庭公诉案件数,FALSE,hgnd,A0S0I,年度数据
A0S0I05,人民检察院二审上诉案案件数,FALSE,hgnd,A0S0I,年度数据
A0S0I06,人民检察院二审抗诉案案件数,FALSE,hgnd,A0S0I,年度数据
A0S0I07,人民检察院再审出庭公诉案件数,FALSE,hgnd,A0S0I,年度数据
A0S0H01,人民检察院申诉案件受案件数,FALSE,hgnd,A0S0H,年度数据
A0S0H02,人民检察院申诉案件立案复查件数,FALSE,hgnd,A0S0H,年度数据
A0S0H03,人民检察院申诉案件结案件数,FALSE,hgnd,A0S0H,年度数据
A0S0G01,人民检察院批捕、决定逮捕件数,FALSE,hgnd,A0S0G,年度数据
A0S0G02,人民检察院批捕、决定逮捕人数,FALSE,hgnd,A0S0G,年度数据
A0S0G03,人民检察院决定起诉件数,FALSE,hgnd,A0S0G,年度数据
A0S0G04,人民检察院决定起诉人数,FALSE,hgnd,A0S0G,年度数据
A0S0F01,人民检察院受案数,FALSE,hgnd,A0S0F,年度数据
A0S0F02,人民检察院立案件数,FALSE,hgnd,A0S0F,年度数据
A0S0F03,人民检察院立案人数,FALSE,hgnd,A0S0F,年度数据
A0S0F04,人民检察院结案件数,FALSE,hgnd,A0S0F,年度数据
A0S0F05,人民检察院结案人数,FALSE,hgnd,A0S0F,年度数据
A0S0E01,火灾发生数,FALSE,hgnd,A0S0E,年度数据
A0S0E02,火灾死亡人数,FALSE,hgnd,A0S0E,年度数据
A0S0E03,火灾受伤人数,FALSE,hgnd,A0S0E,年度数据
A0S0E04,火灾直接经济损失,FALSE,hgnd,A0S0E,年度数据
A0S0E05,火灾平均每起事故损失,FALSE,hgnd,A0S0E,年度数据
A0S0E06,人口火灾发生率,FALSE,hgnd,A0S0E,年度数据
A0S0D01,交通事故发生数,FALSE,hgnd,A0S0D,年度数据
A0S0D02,交通事故死亡人数,FALSE,hgnd,A0S0D,年度数据
A0S0D03,交通事故受伤人数,FALSE,hgnd,A0S0D,年度数据
A0S0D04,交通事故直接财产损失,FALSE,hgnd,A0S0D,年度数据
A0S0C01,公安机关受理治安案件数,FALSE,hgnd,A0S0C,年度数据
A0S0C02,公安机关查处治安案件数,FALSE,hgnd,A0S0C,年度数据
A0S0C03,每万人口受理案件数,FALSE,hgnd,A0S0C,年度数据
A0S0701,经济办证,FALSE,hgnd,A0S07,年度数据
A0S0702,民事法律关系办证,FALSE,hgnd,A0S07,年度数据
A0R01,体育系统机构人员情况,TRUE,hgnd,A0R,年度数据
A0R02,运动员获世界冠军情况,FALSE,hgnd,A0R,年度数据
A0R03,运动员分项创世界纪录情况,FALSE,hgnd,A0R,年度数据
A0R04,分技术等级运动员发展人数,FALSE,hgnd,A0R,年度数据
A0R05,分项目分技术等级运动员发展人数,TRUE,hgnd,A0R,年度数据
A0R06,分等级教练员发展人数,FALSE,hgnd,A0R,年度数据
A0R0501,分项目等级运动员发展人数,FALSE,hgnd,A0R05,年度数据
A0R0502,分项目等级女运动员发展人数,FALSE,hgnd,A0R05,年度数据
A0R0503,分项目国际级运动健将数,FALSE,hgnd,A0R05,年度数据
A0R0504,分项目国际级女运动健将数,FALSE,hgnd,A0R05,年度数据
A0R0505,分项目运动健将数,FALSE,hgnd,A0R05,年度数据
A0R0506,分项目女运动健将数,FALSE,hgnd,A0R05,年度数据
A0R0507,分项目一级运动员数,FALSE,hgnd,A0R05,年度数据
A0R0508,分项目一级女运动员数,FALSE,hgnd,A0R05,年度数据
A0R0509,分项目二级运动员数,FALSE,hgnd,A0R05,年度数据
A0R050A,分项目二级女运动员数,FALSE,hgnd,A0R05,年度数据
A0R0101,体育系统机构数,FALSE,hgnd,A0R01,年度数据
A0R0102,体育系统人员数,FALSE,hgnd,A0R01,年度数据
A0Q01,文化文物机构数,FALSE,hgnd,A0Q,年度数据
A0Q02,文化文物从业人员数,FALSE,hgnd,A0Q,年度数据
A0Q03,艺术表演团体基本情况,TRUE,hgnd,A0Q,年度数据
A0Q04,艺术表演场馆基本情况,TRUE,hgnd,A0Q,年度数据
A0Q05,公共图书馆基本情况,TRUE,hgnd,A0Q,年度数据
A0Q06,群众文化机构基本情况,TRUE,hgnd,A0Q,年度数据
A0Q07,文物业基本情况,TRUE,hgnd,A0Q,年度数据
A0Q08,主要文化机构数,FALSE,hgnd,A0Q,年度数据
A0Q09,艺术表演团体、艺术表演场馆演出情况,FALSE,hgnd,A0Q,年度数据
A0Q0A,博物馆,FALSE,hgnd,A0Q,年度数据
A0Q0B,广播电视事业发展情况,FALSE,hgnd,A0Q,年度数据
A0Q0C,广播电视节目制作时间,FALSE,hgnd,A0Q,年度数据
A0Q0D,广播电视节目播出时间,FALSE,hgnd,A0Q,年度数据
A0Q0E,广播电视节目综合人口覆盖情况,FALSE,hgnd,A0Q,年度数据
A0Q0F,广播节目制作播出情况,FALSE,hgnd,A0Q,年度数据
A0Q0G,电视节目制作播出情况,FALSE,hgnd,A0Q,年度数据
A0Q0H,有线广播电视传输干线网络及用户情况,FALSE,hgnd,A0Q,年度数据
A0Q0I,广播电视技术情况,FALSE,hgnd,A0Q,年度数据
A0Q0J,电视节目进出口情况,TRUE,hgnd,A0Q,年度数据
A0Q0K,电影综合情况,FALSE,hgnd,A0Q,年度数据
A0Q0L,图书出版情况,TRUE,hgnd,A0Q,年度数据
A0Q0M,图书、期刊和报纸出版情况,FALSE,hgnd,A0Q,年度数据
A0Q0N,少年儿童读物类图书和课本出版情况,FALSE,hgnd,A0Q,年度数据
A0Q0O,课本出版情况,FALSE,hgnd,A0Q,年度数据
A0Q0P,录像制品出版情况,FALSE,hgnd,A0Q,年度数据
A0Q0Q,录音制品出版情况,FALSE,hgnd,A0Q,年度数据
A0Q0R,电子出版物出版情况,FALSE,hgnd,A0Q,年度数据
A0Q0S,全国图书、期刊、报纸进出口情况,FALSE,hgnd,A0Q,年度数据
A0Q0T,音像、电子出版物进出口情况,FALSE,hgnd,A0Q,年度数据
A0Q0U,版权合同登记,FALSE,hgnd,A0Q,年度数据
A0Q0V,引进和输出版权情况,TRUE,hgnd,A0Q,年度数据
A0Q0W,出版物发行机构数和网点数,FALSE,hgnd,A0Q,年度数据
A0Q0X,出版印刷生产情况,FALSE,hgnd,A0Q,年度数据
A0Q0Y,档案馆机构和人员情况,FALSE,hgnd,A0Q,年度数据
A0Q0V01,引进版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V02,引进图书版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V03,引进录音制品版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V04,引进录像制品版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V05,引进电子出版物版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V06,引进软件版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V07,引进电影版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V08,引进电视节目版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V09,引进其它版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V0A,输出版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V0B,输出图书版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V0C,输出录音制品版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V0D,输出录像制品版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V0E,输出电子出版物版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V0F,输出软件版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V0G,输出电影版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V0H,输出电视节目版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0V0I,输出其它版权总数,FALSE,hgnd,A0Q0V,年度数据
A0Q0L01,图书出版种数,FALSE,hgnd,A0Q0L,年度数据
A0Q0L02,图书出版印数,FALSE,hgnd,A0Q0L,年度数据
A0Q0L03,图书出版印张数,FALSE,hgnd,A0Q0L,年度数据
A0Q0J01,电视节目进口总额,FALSE,hgnd,A0Q0J,年度数据
A0Q0J02,电视节目进口量,FALSE,hgnd,A0Q0J,年度数据
A0Q0J03,电视节目出口总额,FALSE,hgnd,A0Q0J,年度数据
A0Q0J04,电视节目出口量,FALSE,hgnd,A0Q0J,年度数据
A0Q0701,文物业机构数,FALSE,hgnd,A0Q07,年度数据
A0Q0702,文物业从业人员,FALSE,hgnd,A0Q07,年度数据
A0Q0703,文物业收入合计,FALSE,hgnd,A0Q07,年度数据
A0Q0704,文物业支出合计,FALSE,hgnd,A0Q07,年度数据
A0Q0705,文物业资产总计,FALSE,hgnd,A0Q07,年度数据
A0Q0706,文物业实际使用房屋建筑面积,FALSE,hgnd,A0Q07,年度数据
A0Q0707,文物业文物藏品数,FALSE,hgnd,A0Q07,年度数据
A0Q0708,文物业从有关部门接收文物数,FALSE,hgnd,A0Q07,年度数据
A0Q0709,文物业藏品征集数,FALSE,hgnd,A0Q07,年度数据
A0Q070A,文物业举办陈列展览,FALSE,hgnd,A0Q07,年度数据
A0Q070B,文物业参观人次,FALSE,hgnd,A0Q07,年度数据
A0Q0601,群众文化机构,FALSE,hgnd,A0Q06,年度数据
A0Q0602,省、区、直辖市(级)群众文化机构,FALSE,hgnd,A0Q06,年度数据
A0Q0603,地市级群众文化机构,FALSE,hgnd,A0Q06,年度数据
A0Q0604,县市级群众文化机构,FALSE,hgnd,A0Q06,年度数据
A0Q0605,县文化馆,FALSE,hgnd,A0Q06,年度数据
A0Q0606,乡镇(街道)文化站,FALSE,hgnd,A0Q06,年度数据
A0Q0607,乡镇文化站,FALSE,hgnd,A0Q06,年度数据
A0Q0501,公共图书馆,FALSE,hgnd,A0Q05,年度数据
A0Q0502,少儿图书馆,FALSE,hgnd,A0Q05,年度数据
A0Q0503,中央公共图书馆,FALSE,hgnd,A0Q05,年度数据
A0Q0504,省、区、直辖市(级)公共图书馆,FALSE,hgnd,A0Q05,年度数据
A0Q0505,地市级公共图书馆,FALSE,hgnd,A0Q05,年度数据
A0Q0506,县市级公共图书馆,FALSE,hgnd,A0Q05,年度数据
A0Q0507,县图书馆,FALSE,hgnd,A0Q05,年度数据
A0Q0401,艺术表演场馆机构数,FALSE,hgnd,A0Q04,年度数据
A0Q0402,艺术表演场馆从业人数,FALSE,hgnd,A0Q04,年度数据
A0Q0403,艺术表演场馆坐席数,FALSE,hgnd,A0Q04,年度数据
A0Q0404,艺术表演场馆演(映)出场次,FALSE,hgnd,A0Q04,年度数据
A0Q0405,艺术表演场馆艺术演出场次,FALSE,hgnd,A0Q04,年度数据
A0Q0406,艺术表演场馆观众人次,FALSE,hgnd,A0Q04,年度数据
A0Q0407,艺术表演场馆艺术演出场次观众人次,FALSE,hgnd,A0Q04,年度数据
A0Q0408,艺术表演场馆收入合计,FALSE,hgnd,A0Q04,年度数据
A0Q0409,艺术表演场馆财政拨款收入,FALSE,hgnd,A0Q04,年度数据
A0Q040A,艺术表演场馆演出收入,FALSE,hgnd,A0Q04,年度数据
A0Q040B,艺术表演场馆支出合计,FALSE,hgnd,A0Q04,年度数据
A0Q0301,艺术表演团体机构数,FALSE,hgnd,A0Q03,年度数据
A0Q0302,艺术表演团体从业人数,FALSE,hgnd,A0Q03,年度数据
A0Q0303,艺术表演团体剧团原创首演剧目数,FALSE,hgnd,A0Q03,年度数据
A0Q0304,艺术表演团体演出场次,FALSE,hgnd,A0Q03,年度数据
A0Q0305,艺术表演团体国内演出场次,FALSE,hgnd,A0Q03,年度数据
A0Q0306,艺术表演团体到农村演出场次,FALSE,hgnd,A0Q03,年度数据
A0Q0307,艺术表演团体国内演出观众人次,FALSE,hgnd,A0Q03,年度数据
A0Q0308,艺术表演团体国内演出农村观众人次,FALSE,hgnd,A0Q03,年度数据
A0Q0309,艺术表演团体收入合计,FALSE,hgnd,A0Q03,年度数据
A0Q030A,艺术表演团体财政拨款收入,FALSE,hgnd,A0Q03,年度数据
A0Q030B,艺术表演团体演出收入,FALSE,hgnd,A0Q03,年度数据
A0Q030C,艺术表演团体支出合计,FALSE,hgnd,A0Q03,年度数据
A0Q030D,政府采购的公益演出活动演出场次,FALSE,hgnd,A0Q03,年度数据
A0Q030E,政府采购的公益演出活动观众人次,FALSE,hgnd,A0Q03,年度数据
A0P01,社会服务机构基本情况,TRUE,hgnd,A0P,年度数据
A0P02,社会工作师人员,FALSE,hgnd,A0P,年度数据
